Unnamed: 0,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College,csv_file
4,6.0,Tyson Chandler,C,7-1,240,"October 2, 1982",us,11,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,14.0,Chris Copeland,PF,6-9,239,"March 17, 1984",us,R,University of Colorado,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,2.0,Raymond Felton,PG,6-1,205,"June 26, 1984",us,7,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,54.0,Solomon Jones,PF,6-10,230,"July 16, 1984",us,6,University of South Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,5.0,Jason Kidd,SG,6-4,205,"March 23, 1973",us,18,University of California,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,3.0,Kenyon Martin,C,6-9,234,"December 30, 1977",us,12,University of Cincinnati,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
10,16.0,Steve Novak,SF,6-10,225,"June 13, 1983",us,6,Marquette University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
11,9.0,Pablo Prigioni,PG,6-3,185,"May 17, 1977",ar,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
12,55.0,Quentin Richardson,SF,6-6,223,"April 13, 1980",us,12,DePaul University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
13,21.0,Iman Shumpert,SG,6-5,215,"June 26, 1990",us,1,Georgia Institute of Technology,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
14,8.0,J.R. Smith,SG,6-6,225,"September 9, 1985",us,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
15,1.0,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",us,10,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
16,40.0,Kurt Thomas,PF,6-9,230,"October 4, 1972",us,17,Texas Christian University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
17,36.0,Rasheed Wallace,C,6-10,225,"September 17, 1974",us,15,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
18,4.0,James White,SF,6-7,200,"October 21, 1982",us,2,"University of Florida, University of Cincinnati",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
0,0.0,Andray Blatche,C,6-11,235,"August 22, 1986",us,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
1,10.0,Keith Bogans,SG,6-5,215,"May 12, 1980",us,9,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
2,9.0,MarShon Brooks,SG,6-5,200,"January 26, 1989",us,1,Providence College,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
3,2.0,Josh Childress,SF,6-8,210,"June 20, 1983",us,6,Stanford University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
4,30.0,Reggie Evans,PF,6-8,245,"May 18, 1980",us,10,University of Iowa,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,43.0,Kris Humphries,PF,6-9,235,"February 6, 1985",us,8,University of Minnesota,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,14.0,Damion James,SF,6-7,225,"October 7, 1987",us,2,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,7.0,Joe Johnson,SG,6-7,240,"June 29, 1981",us,11,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,24.0,Kris Joseph,SF,6-7,210,"December 17, 1988",ca,R,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,11.0,Brook Lopez,C,7-0,270,"April 1, 1988",us,4,Stanford University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
10,20.0,Tornike Shengelia,SF,6-9,217,"October 5, 1991",ge,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
11,42.0,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",us,17,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
12,41.0,Tyshawn Taylor,PG,6-3,185,"April 12, 1990",us,R,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
13,33.0,Mirza Teletović,PF,6-9,242,"September 18, 1985",ba,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
14,45.0,Gerald Wallace,SF,6-7,215,"July 23, 1982",us,11,University of Alabama,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
15,1.0,C.J. Watson,PG,6-2,175,"April 17, 1984",us,5,University of Tennessee,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
16,8.0,Deron Williams,PG,6-3,200,"June 26, 1984",us,7,University of Illinois at Urbana-Champaign,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
0,13.0,Corey Brewer,SF,6-9,186,"March 5, 1986",us,5,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
1,21.0,Wilson Chandler,PF,6-9,225,"May 10, 1987",us,5,DePaul University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
2,35.0,Kenneth Faried,PF,6-8,220,"November 19, 1989",us,1,Morehead State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
3,94.0,Evan Fournier,SG,6-7,205,"October 29, 1992",fr,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
4,8.0,Danilo Gallinari,SF,6-10,225,"August 8, 1988",it,4,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,1.0,Jordan Hamilton,SF,6-7,220,"October 6, 1990",us,1,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,9.0,Andre Iguodala,SG,6-6,215,"January 28, 1984",us,8,University of Arizona,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,41.0,Kosta Koufos,C,7-0,245,"February 24, 1989",us,4,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,3.0,Ty Lawson,PG,5-11,195,"November 3, 1987",us,3,University of North Carolina,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,34.0,JaVale McGee,C,7-0,270,"January 19, 1988",us,4,"University of Nevada, Reno",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
10,24.0,Andre Miller,PG,6-3,200,"March 19, 1976",us,13,University of Utah,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
11,30.0,Quincy Miller,PF,6-9,210,"November 18, 1992",us,R,Baylor University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
12,25.0,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru,2,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
13,15.0,Anthony Randolph,PF,6-10,205,"July 15, 1989",de,4,Louisiana State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
14,10.0,Julyan Stone,PG,6-6,200,"December 7, 1988",us,1,University of Texas at El Paso,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
0,31,Cole Aldrich,C,6-11,250,"October 31, 1988",us,2,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
1,5,James Anderson,SG,6-6,213,"March 25, 1989",us,2,Oklahoma State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
2,3,Ömer Aşık,C,7-0,255,"July 4, 1986",tr,2,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
3,12,Patrick Beverley,PG,6-1,185,"July 12, 1988",us,R,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
4,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us,4,University of Oregon,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,14,Daequan Cook,SG,6-5,205,"April 28, 1987",us,5,Ohio State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,10,Carlos Delfino,SF,6-6,230,"August 29, 1982",ar,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,15,Toney Douglas,PG,6-2,195,"March 16, 1986",us,3,"Auburn University, Florida State University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,32,Francisco García,SF,6-7,195,"December 31, 1981",do,7,University of Louisville,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,13,James Harden,SG,6-5,220,"August 26, 1989",us,3,Arizona State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
10,6,Terrence Jones,PF,6-9,252,"January 9, 1992",us,R,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
11,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us,2,Harvard University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
12,1,Scott Machado,PG,6-1,205,"June 8, 1990",us,R,Iona College,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
13,2,Marcus Morris,PF,6-9,235,"September 2, 1989",us,1,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
14,20,Donatas Motiejūnas,PF,7-0,222,"September 20, 1990",lt,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
15,14,Tim Ohlbrecht,C,6-11,255,"August 30, 1988",de,R,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
16,25,Chandler Parsons,SF,6-10,230,"October 25, 1988",us,1,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
17,54,Patrick Patterson,PF,6-9,230,"March 14, 1989",us,2,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
18,0-41,Thomas Robinson,PF,6-10,237,"March 17, 1991",us,R,University of Kansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
19,4,Greg Smith,C,6-10,250,"January 8, 1991",us,1,"California State University, Fresno",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
0,22,Matt Barnes,SF,6-7,226,"March 9, 1980",us,9,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
1,1,Chauncey Billups,SG,6-3,202,"September 25, 1976",us,15,University of Colorado,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
2,12,Eric Bledsoe,PG,6-1,205,"December 9, 1989",us,2,University of Kentucky,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
3,5,Caron Butler,SF,6-7,228,"March 13, 1980",us,10,University of Connecticut,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
4,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",us,12,University of Michigan,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,34,Willie Green,SG,6-4,200,"July 28, 1981",us,9,University of Detroit Mercy,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,32,Blake Griffin,PF,6-10,250,"March 16, 1989",us,2,University of Oklahoma,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,33,Grant Hill,SF,6-8,225,"October 5, 1972",us,17,Duke University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,15,Ryan Hollins,C,7-0,240,"October 10, 1984",us,6,"University of California, Los Angeles",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us,4,Texas A&M University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
10,7,Lamar Odom,PF,6-10,220,"November 6, 1979",us,13,University of Rhode Island,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
11,3,Chris Paul,PG,6-0,175,"May 6, 1985",us,7,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
12,35,DaJuan Summers,PF,6-8,230,"January 24, 1988",us,3,Georgetown University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
13,21,Ronny Turiaf,C,6-10,249,"January 13, 1983",mq,7,Gonzaga University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
14,2,Maalik Wayns,PG,6-2,200,"May 2, 1991",us,R,Villanova University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
0,34,Devin Harris,SG,6-3,185,"February 27, 1983",us,8,University of Wisconsin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
1,15,Al Horford,C,6-10,245,"June 3, 1986",do,5,University of Florida,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
2,12,John Jenkins,SG,6-4,215,"March 6, 1991",us,R,Vanderbilt University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
3,44,Ivan Johnson,PF,6-8,230,"April 10, 1984",us,1,"University of Oregon, California State University, San Bernardino",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
4,30,Dahntay Jones,SF,6-6,225,"December 27, 1980",us,9,"Rutgers University, Duke University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,26,Kyle Korver,SF,6-7,212,"March 17, 1981",us,9,Creighton University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",us,1,Butler University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,22,Anthony Morrow,SG,6-5,210,"September 27, 1985",us,4,Georgia Institute of Technology,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",ge,9,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,7,Jannero Pargo,PG,6-1,175,"October 22, 1979",us,8,University of Arkansas,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
10,10,Johan Petro,C,7-0,247,"January 27, 1986",fr,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
11,32,Mike Scott,PF,6-8,237,"July 16, 1988",us,R,University of Virginia,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
12,5,Josh Smith,PF,6-9,225,"December 5, 1985",us,8,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
13,92,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",us,12,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
14,0,Jeff Teague,PG,6-2,195,"June 10, 1988",us,3,Wake Forest University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
15,4,Anthony Tolliver,SF,6-8,250,"June 1, 1985",us,4,Creighton University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
16,1,Jeremy Tyler,C,6-10,260,"June 21, 1991",us,1,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
17,3,Lou Williams,SG,6-1,175,"October 27, 1986",us,7,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
0,12,Leandro Barbosa,PG,6-3,194,"November 28, 1982",br,9,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
1,30,Brandon Bass,PF,6-8,250,"April 30, 1985",us,7,Louisiana State University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
2,0,Avery Bradley,PG,6-2,180,"November 26, 1990",us,2,University of Texas at Austin,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
3,98,Jason Collins,C,7-0,255,"December 2, 1978",us,11,Stanford University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
4,27,Jordan Crawford,SG,6-4,195,"October 23, 1988",us,2,"Indiana University, Xavier University",C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
5,5,Kevin Garnett,C,6-11,240,"May 19, 1976",us,17,,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
6,8,Jeff Green,PF,6-9,235,"August 28, 1986",us,4,Georgetown University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
7,43,Kris Joseph,SF,6-7,210,"December 17, 1988",ca,R,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
8,11,Courtney Lee,SG,6-5,215,"October 3, 1985",us,4,Western Kentucky University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
9,13,Fab Melo,C,7-0,255,"June 20, 1990",br,R,Syracuse University,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\bio/Bio_Summary-2013.csv
